"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","target"
1.29595,2.02048,0.71831,0.75312,0.70018,0.28474,0.98018,1.45408,1.46749,0.68643,-0.14832,-0.79252,1.05254,-1.27423,1.63043,0.72389,0.26897,0.71032,-0.61068,0.40369,0.17249,-1.37818,0.3992,-1.12833,-0.33925,0.41978,-2.56371,-0.39137,-2.17814,-5.43371,-0.16614,-2.21929,2.5137,-1.02151,1.2946,-0.56069,1.68656,-0.14845,0.86137,0.50261,1.85798,0.17004,0.77578,0.16439,-0.04676,1.47359,2.14848,-0.01953,1.47458,0.19832,0.1065,-0.55076,-0.63453,1.34335,-0.69223,0.48018,-1.24629,2.41247,-1.11164,0.54988,1.24463,1.17261,1.19213,1.25273,0.04837,-0.67333,0.66673,0.33823,1.30528,1.13267,-1.03484,-0.46288,0.21077,1.05053,0.45005,-0.50948,-0.56148,-1.70231,-0.81914,-0.57459,0.92437,-0.89427,0.01849,-0.61783,-0.18769,-0.41185,1.37922,0.05424,-1.04997,-0.43932,-1.26199,-0.52601,0.55263,-0.51543,1.39342,-1.17282,-0.1373,0.04997,1.26251,-0.23219,1
-0.2782,0.79729,0.15349,-0.16698,0.97375,-1.52957,0.4526,-0.04042,-0.46412,1.06464,0.2835,0.75068,-0.60946,-2.13347,-1.4975,-0.07142,-0.00806,-0.48082,-1.9593,0.35782,0.77302,-1.32475,-0.71299,-0.08686,0.29553,-0.0195,0.96727,0.69687,2.15105,-4.11025,-0.34775,1.59042,1.06693,0.99928,0.48114,0.63744,-0.27642,1.17526,-0.36032,0.24773,-1.79513,0.19628,-0.15342,-0.08985,0.41633,0.65995,-0.01291,0.78784,0.00935,-1.65502,0.41542,-0.84677,-1.43878,-0.48274,1.63517,-0.1286,1.03902,0.88598,0.74661,0.31155,-0.5837,1.14931,0.2075,0.92471,1.47599,1.00343,-1.49586,0.51752,1.08089,0.85685,0.97649,-0.17963,1.5702,-1.64832,-1.24029,-1.19312,0.90323,0.5188,-0.56013,-2.90511,0.39661,0.06526,-1.15767,0.38592,-0.51078,-0.03613,1.22189,0.64905,0.00131,2.21635,-0.8246,0.63143,-0.93027,-1.21731,-0.73325,0.34493,0.14252,-1.45785,1.49917,-1.54036,1
0.21713,0.031,0.13378,-0.58182,-0.07048,-2.37024,0.44582,0.17911,0.73312,0.39201,0.00981,-0.21658,0.99511,0.39646,-0.66362,0.23607,-2.14158,-0.45538,1.55148,-1.6693,-0.25555,-0.3352,-1.30193,-0.57044,0.25509,0.92574,0.12514,-0.20943,0.78274,-4.85532,0.13215,-0.11601,1.20212,1.0682,-0.25201,0.85623,-0.04033,0.61134,-1.37885,0.142,-1.101,-0.25332,0.44621,0.96981,-0.98255,1.47043,0.77383,-0.28718,0.96778,-0.6739,-0.46422,-0.27401,-1.22786,0.20913,0.63987,-0.53128,-0.29027,0.46685,0.84025,0.34521,-1.26151,-0.67765,0.46395,-0.463,-3.26806,-0.09359,-0.63337,1.00179,1.17256,1.83458,-1.8639,1.63873,-0.18002,0.17978,0.63169,-0.45088,0.36853,-0.19858,-0.48693,-0.42945,0.49203,-0.49814,-0.70015,1.20152,0.821,0.45957,1.30066,0.29965,-1.046,0.50704,0.53709,-3.59678,0.32646,0.67658,0.7487,-0.57414,-1.25667,0.65074,-0.48051,-1.36506,1
0.63073,0.54074,-1.00619,0.36576,-0.03368,-2.03207,1.29667,0.01253,1.95761,-0.05476,0.65521,0.33068,0.28718,-0.72612,-0.68064,-0.63734,-1.02093,1.02945,0.06601,-0.07984,3.63327,-1.52858,-0.19557,-0.04067,-0.14883,0.31105,0.67305,-0.44356,3.49871,2.58467,-1.10871,-1.49583,-2.24135,0.52276,1.01117,-0.21674,-0.16132,1.58902,-0.26022,-0.04724,-0.77348,0.40353,0.35377,-2.38299,0.81711,1.70361,0.27231,0.62788,2.50959,0.79292,0.24859,1.45477,0.69253,-1.63094,0.4301,0.10882,2.89516,-0.25023,-0.66716,-1.46689,0.3931,0.73801,0.08521,-1.28361,-1.15367,0.42052,-0.89156,-1.22053,-0.35288,-0.38537,-0.0874,0.62405,-0.2633,0.80099,0.54027,-1.12035,-0.58335,0.09954,-1.04259,-0.16501,1.31494,-0.71114,-0.58585,1.49452,0.00199,0.17553,2.65224,1.55311,-0.54837,-0.21663,1.074,-1.82841,0.1405,-0.95631,-1.50361,1.29263,0.78853,1.09798,1.37273,-0.41206,1
-0.54855,0.68392,1.30647,-0.54892,0.30247,1.22025,1.13358,-0.93242,-0.85956,1.15029,-2.7659,0.0804,1.13225,0.03857,-0.76975,-0.95304,-0.59994,1.44462,0.4602,0.73771,-1.04118,0.04528,-1.29529,0.37299,0.673,1.71417,-0.26724,0.92266,3.70048,-2.26396,0.14,-0.70148,0.59542,-0.87207,0.27882,-0.68632,0.57825,-1.7534,-1.04581,0.81925,-0.98313,2.04675,-0.40399,1.55923,0.54721,0.37628,0.02853,0.60959,1.36664,1.26522,1.31839,-0.92759,-1.12411,-0.67439,-1.46261,-0.11749,-0.35153,0.66043,0.14785,-0.25493,-2.41173,-1.60193,0.48821,1.18001,0.20827,-0.65858,0.6474,-1.7999,-0.64629,2.49989,-2.31529,1.31672,0.23814,-1.03405,-1.40545,0.9532,0.5833,0.09315,0.227,-0.24467,-1.65109,-0.5892,0.0354,0.49291,-0.42667,-1.75558,0.33804,-0.4749,0.00704,1.765,-0.28587,-0.61192,1.35915,-0.31041,-0.15552,0.27095,-0.52666,0.07117,0.21836,1.93721,1
0.22963,-0.59005,1.19914,0.57874,-0.65662,-0.36479,1.46178,0.46406,-0.33503,-0.40251,-0.91897,-0.21559,1.35645,0.11183,-1.06485,1.15698,1.1209,0.1261,0.08949,1.53525,0.43611,-2.11813,1.55836,0.61891,-0.38743,-0.32662,-1.12223,-1.05258,-0.13463,-5.45617,1.45425,-0.16661,1.09408,1.92228,2.61142,0.26627,-0.88703,0.25692,-0.73539,0.59354,0.19274,-1.05521,-0.44849,1.03436,-0.3927,-0.55505,0.15188,0.97276,2.08062,-0.67735,1.69399,1.12993,0.03033,-0.55237,1.65514,-0.45159,0.44784,1.36061,-0.65928,1.44607,0.65829,-0.57245,-0.9911,-2.03483,-0.66482,-0.59189,0.92672,0.42903,-1.90651,2.17146,-2.15559,0.32436,-1.65335,0.78816,1.41701,0.09233,-0.45331,1.03899,1.24739,-0.87063,0.27907,0.92195,0.44909,-1.26008,0.07731,-1.43321,-0.48519,-1.52967,-0.50632,0.31674,0.33192,-0.74293,-0.2056,0.85393,0.79828,-0.30258,0.97378,-0.14918,-1.52564,-0.70603,1
0.35531,-0.26108,-2.57734,-1.9558,-0.05221,-0.63276,-1.00041,-1.47381,-0.5888,1.42852,-0.39885,0.64144,-0.29196,0.36415,-0.34624,-0.21513,0.09844,0.98329,-0.03937,1.26769,-2.96715,-0.43445,-1.00314,-1.2426,-1.05691,-2.15885,-0.2028,-0.74053,0.43148,-5.18704,-0.78274,0.11635,0.77233,-0.55217,0.28788,-0.12194,0.26081,0.30455,0.93946,-0.63791,0.72477,-1.43745,-0.97987,0.54243,1.27939,0.30231,2.09962,0.71734,0.27583,-0.81934,0.29556,-0.75278,1.22498,0.55757,0.49468,1.27755,-2.05623,0.3507,-0.23007,1.28619,-1.33309,0.2651,0.19634,0.10701,1.11125,-1.13506,0.12896,0.7227,0.15009,0.18104,0.22735,1.06459,-1.74091,1.07681,0.85424,-0.61839,-0.68118,0.46736,0.34325,0.23546,1.24034,0.35792,-0.48623,-0.21077,0.79415,0.44795,0.33098,1.61396,1.40373,0.48636,-0.12571,0.04396,0.77474,0.59425,0.0589,-1.31549,0.4167,-2.03783,-1.53243,0.33768,1
0.52128,1.51707,-2.08627,0.52201,0.77317,-0.22255,-0.63848,-0.8658,-0.3117,-1.18197,1.23936,1.13008,1.60079,-1.14004,-0.65243,1.02268,0.21034,1.51795,0.49637,1.99514,1.95163,0.35476,-0.58298,0.12134,1.75644,-1.15673,-0.35414,1.35573,2.81509,-2.97676,-1.54724,-0.71447,0.9391,0.72718,1.09556,-0.56055,-0.8817,1.2018,0.86607,-0.05766,2.0965,1.10415,-0.67928,0.56481,0.64324,-0.15147,-0.0824,0.57713,-1.05531,-0.52402,-1.1258,0.18673,-0.24245,-0.00522,-1.41777,-0.44137,-0.10085,0.70902,-1.02879,1.26774,0.75281,-0.46899,2.16762,0.28732,-0.1827,0.42376,-0.88042,-0.47585,-1.10929,-1.52745,-0.70139,0.84854,0.83279,0.40193,-1.45986,-1.49699,1.23825,0.09846,-0.02116,0.65856,-0.70326,0.40106,-0.68669,0.89882,-0.20182,1.23807,-0.86091,-1.0033,2.42927,1.46754,1.44125,-1.91487,-0.13191,0.83152,0.51609,-0.6199,1.11378,-0.03437,-1.59891,0.12729,1
-0.61597,1.00726,0.38613,1.60114,-0.31985,0.18058,1.20417,0.0716,0.96645,-0.23536,0.49211,-1.31494,-0.23122,0.91444,1.31402,0.44322,-0.74875,1.00106,-0.86486,0.22362,-1.54758,-1.68818,-1.2709,-0.21655,-1.3054,0.52357,2.08211,-1.4205,2.43899,-4.0626,-1.55962,0.75726,-1.3198,-1.3833,0.26892,-0.99492,-0.40273,0.75657,0.00999,0.19999,-1.966,-1.35613,0.04528,0.884,-0.13068,-0.26562,-1.03461,0.64822,-1.65473,1.46388,0.93962,-0.68417,-0.9817,0.29324,-1.42286,-0.63606,1.59394,-1.98848,0.8866,-0.54125,-1.39718,1.12281,-0.77188,0.50684,1.1237,-0.3452,1.21193,0.80641,-1.28297,-0.71508,-0.37477,-0.24752,0.89699,0.99584,-0.08089,0.09453,-0.77047,-0.01991,-0.14532,-0.05371,-0.8893,0.44824,-1.37756,0.28704,1.0012,-0.17209,1.01518,0.80679,-0.70501,-0.74164,-0.57078,-0.18923,-0.54118,1.18947,0.55615,-1.20886,-0.83661,0.45507,0.06059,-0.43324,1
1.3458,0.30342,-0.86103,0.73256,-1.12059,0.89711,1.09306,0.63032,-1.90302,-0.40143,2.05633,0.32324,0.75033,0.24451,0.1118,-0.78857,-1.27811,0.81806,1.05981,-1.31532,-0.30847,0.2288,-1.02568,-1.09066,2.04692,0.26126,0.1252,-1.45103,-2.93625,-3.60341,-0.43218,-0.07652,-0.27761,-2.324,-0.86273,0.36111,-0.14619,-0.39279,0.30784,-0.61052,-0.19815,0.35104,0.1802,1.56572,0.41995,1.24643,0.37129,-1.52444,0.48443,0.42511,-0.95093,-0.00662,1.06301,-0.34969,-1.43988,-0.37796,0.4418,-1.59557,-0.60169,-0.83182,0.05769,-0.59257,0.34337,0.713,0.93796,-0.99586,1.28367,-0.24582,0.17337,1.67181,0.33083,-0.58254,-1.47924,1.40644,1.82577,-0.62552,-0.83932,0.25445,-0.65287,1.2626,-0.80255,-0.48197,-1.89025,0.86592,-0.10692,0.14349,0.64877,-1.13386,1.07648,1.42942,0.36015,-0.51667,0.64525,0.41588,0.95373,-0.88404,-1.02452,-1.39372,-2.6502,-0.73081,1
0.97492,-0.81708,-1.23081,0.55575,1.46062,-1.23049,1.09345,0.71006,1.10823,-2.30914,-1.52977,-0.79022,-1.26352,0.12285,0.70046,1.30993,0.59325,-1.61505,-0.53651,0.18152,-0.61066,0.14729,1.30403,0.24723,-0.33769,0.36388,0.74461,-0.97016,1.57665,4.67617,0.20254,-0.67393,-0.7135,1.30679,-1.10181,-1.35522,0.40509,0.62166,0.19427,-0.63283,1.84205,-1.95111,-1.6773,2.36395,0.63953,-1.32083,0.03893,0.28878,-1.52047,1.31412,1.74063,1.45514,0.6448,-0.21561,1.24614,-0.4095,-0.22575,-2.10553,-0.76564,-1.95041,-0.07308,-0.76419,1.70649,-0.80691,0.77703,0.28694,0.53804,2.1103,-0.88053,-2.84946,0.63317,0.91431,-0.71491,0.8887,-0.76729,-1.65799,-0.13535,0.20249,-0.52277,0.86197,-1.68101,-5e-04,-0.6367,0.52699,0.29972,-0.78385,0.56748,0.42594,-0.58743,1.19618,0.15557,0.4952,0.1834,0.65913,-0.05689,0.12464,0.08692,-0.94336,0.70203,0.48192,1
-2.37793,-0.49119,2.64155,-0.81335,0.40906,0.12537,0.13541,0.21307,0.71551,-0.75418,0.39653,-0.333,-1.01529,-0.83013,2.13332,0.16734,0.65284,1.37725,-1.15175,-1.27853,0.35465,-0.95631,-0.6909,0.78951,0.5333,-0.18714,0.28726,-1.36295,1.60015,-6.39128,-1.54618,0.1495,-0.56407,0.57393,0.36957,2.44644,0.27848,1.65866,-0.77752,0.49032,-1.60558,0.57523,-0.58448,0.35452,0.13693,0.05458,0.30323,-1.30706,0.54231,2.02243,-0.45932,-0.95051,2.02716,-0.02531,-0.29971,0.39453,1.09422,-0.23124,-1.17437,-0.94886,-0.01304,0.76363,-0.70687,-0.00783,-0.55151,1.52717,0.7904,0.77873,-0.50638,-0.05333,0.99755,1.18499,1.28375,1.29702,0.00925,2.48188,-0.85318,0.71462,-2.81361,-0.28733,-0.6538,-1.44343,2.04906,-0.26776,1.04166,-0.46594,0.61182,-1.40852,-1.03726,-0.4344,1.4263,-1.08033,-2.02433,-0.40146,-0.85735,-1.10645,1.46096,0.31872,-1.62647,2.39314,1
-1.09232,0.86747,-0.9044,-0.53897,1.13259,0.80739,0.25569,1.93101,0.18654,-0.13964,-0.3391,0.32388,-0.18796,1.10041,-1.03793,0.74646,-0.6712,-0.69981,0.16056,-1.50952,-0.80928,-0.8883,0.8335,1.2585,-0.53027,2.0956,1.36624,0.70017,3.7357,4.85176,0.97875,-1.0242,-0.78768,0.34874,-1.59451,-1.23738,1.4474,1.97821,0.03933,-0.89356,-0.86144,-1.5569,-0.63925,0.86186,0.38927,0.3017,0.556,1.41933,-1.01465,-0.52821,0.33273,0.45517,-1.86676,0.54935,1.45048,0.66633,0.02655,-1.00591,-0.89665,1.72216,0.31492,1.08133,0.60818,0.478,-0.13173,1.24217,-0.28776,-0.09058,0.76815,-0.97821,0.36249,0.73372,-0.66234,-0.30894,-0.75561,0.57038,-0.08302,0.67758,-0.0804,-0.23673,1.08415,0.89866,-0.75404,1.13813,-0.34369,0.65557,0.71317,1.10236,-0.06029,0.77609,1.23717,0.714,-1.00684,0.97129,-0.14116,0.22497,0.23604,1.80927,0.34887,1.74545,1
-0.32571,0.36079,-1.22334,1.30788,0.57003,-1.06535,-0.32726,1.47135,0.6267,-0.46245,-2.28637,1.61126,-0.82542,-0.01277,0.47315,-0.87829,-0.79817,0.11933,-0.16785,-0.03523,0.36284,0.25029,1.79237,1.86198,-1.37113,1.01232,0.04795,0.41429,4.62417,-1.37718,-1.92381,-1.69682,0.05998,1.91171,-0.87611,-0.02148,-0.58397,-0.03734,-0.49144,1.19334,-1.2235,-0.62548,-0.23397,0.02836,-0.27069,-0.61883,0.45756,-2.0937,-0.38514,0.6221,0.7012,-0.89849,0.60707,0.46397,0.75443,0.43137,0.61682,0.57001,0.32836,0.54178,0.982,-1.61296,-0.69149,-0.27277,0.39556,0.03172,0.1759,-1.20432,0.94289,-0.05382,-0.46393,-0.19676,-1.36572,1.23222,-0.02301,-0.51088,-0.21516,0.91447,0.0952,0.8133,0.98254,-0.78714,0.02358,0.17457,-0.06467,-0.54975,0.14179,-0.79505,-2.02684,-0.28032,-0.38156,0.9687,0.09653,0.86337,-0.18862,-0.94518,-0.84013,0.19713,1.80095,0.08461,1
-2.01223,-0.08037,0.3032,-0.48258,-0.91772,-2.00912,-0.03786,-0.78831,-0.35467,0.76627,0.30657,0.31755,0.65404,-0.06189,-0.55129,-0.14019,-0.77654,-0.35055,1.16153,-0.0175,-0.48192,-0.65969,0.58481,-0.13113,0.13317,-0.06151,-0.47329,0.28867,5.6555,0.5382,1.76884,0.834,-0.00751,-0.17852,-0.51361,-1.35187,-0.8092,0.32679,0.57537,2.85064,0.82191,0.80998,-2.40266,-1.35795,-0.29126,0.60742,-0.23467,-1.29232,0.25738,0.24235,0.46525,-0.8302,-0.52465,0.29465,-0.08464,-0.52129,-0.65721,-0.55084,0.40083,0.93145,1.6404,-0.72234,0.37115,-0.24946,1.09909,0.41339,-2.32257,0.91306,-0.89322,2.45241,0.96435,1.96222,-1.19227,-1.49121,0.67745,-1.41302,-1.55817,-1.26182,-1.22906,-0.01381,0.46972,0.19142,0.04175,-1.82182,-1.54341,-0.82529,-0.82939,0.16,1.65882,0.74626,-0.29438,0.14839,-1.18141,-1.44005,0.50565,-0.57738,-0.48485,1.11152,1.97907,-1.45887,1
1.56766,0.7493,-0.7301,-1.75245,1.70096,0.24317,1.37372,1.33904,1.34711,-0.52769,1.5574,-2.00216,-0.38596,0.24921,0.86251,0.32536,-0.25485,-0.08565,-1.33454,-0.09952,-0.71204,0.21657,-0.56584,0.74593,0.17391,1.04438,-0.3974,0.35778,-4.33017,-2.56284,-0.01888,-1.64347,0.36213,-1.78897,-0.68981,-0.90298,-0.15884,1.8325,0.7439,-0.80395,0.31434,-1.00408,0.48131,0.58858,-0.65189,0.70705,-1.19492,0.43487,0.74747,0.82505,-1.50654,-0.76725,-0.34466,-0.18202,0.82822,0.01267,0.70511,-0.84978,0.30729,-1.58827,-1.51669,0.0362,0.69299,-0.82388,1.01375,-0.78054,1.98003,-1.37626,1.6902,-0.1379,1.1294,-0.15466,0.14367,0.19919,-1.71183,1.48328,1.48266,0.40153,-0.81904,-0.55496,0.12415,-0.29334,0.84251,1.6197,0.1061,-0.38365,-1.32073,1.9353,-0.51165,0.19288,-1.342,0.43772,-0.65799,0.91327,0.09262,-1.05959,1.80078,-0.69714,1.44557,0.51219,1
0.23334,-1.79197,-1.14357,-0.92657,-0.0248,0.14946,0.30784,0.54877,0.11826,0.63996,-0.65948,2.37602,-1.12448,-0.18766,-1.55174,0.1881,0.95845,-1.68962,-0.65572,0.56884,-1.74316,-0.52886,-0.10686,0.36627,-0.21817,-0.83518,-1.81726,0.59118,1.72161,4.82576,-3.10328,0.15039,0.33523,0.01182,0.83153,-2.08042,-0.70251,-1.36057,-0.41724,0.38552,-0.82371,-1.12201,-1.50292,0.67868,-0.50865,-0.60293,0.30421,3.21237,0.231,0.73111,-0.47645,0.37552,0.116,-0.08085,-0.42414,-0.654,0.99623,0.63662,1.38097,-1.13985,0.45144,0.86237,0.2751,1.03261,-0.83237,-1.38541,-0.22977,-0.85839,0.93797,-2.13288,-1.46851,0.32205,0.00426,0.66967,-0.1949,-2.31738,-0.45052,0.90486,-0.38104,-0.4551,0.2625,0.46186,-1.71847,0.70942,-0.67546,0.89245,-0.10359,-1.90027,-1.402,-0.52461,-0.07115,1.33241,-0.75929,-0.84842,0.71196,-0.36275,-0.9642,-1.55446,0.57601,-1.54839,1
0.64642,1.21323,-1.41319,0.92244,-0.76977,2.60779,0.24345,1.9247,-0.58264,-0.41723,0.1251,0.06771,0.3788,0.09603,0.54609,-0.08759,0.23295,-0.93608,0.56347,0.54924,-0.22119,-0.79759,-0.97006,0.89616,0.66284,-0.35858,0.41052,-1.63613,-1.58087,-5.49604,0.00403,0.86989,-0.5667,-0.00334,-1.42239,0.77021,0.10274,0.14798,-0.17411,2.03078,-0.12936,0.20454,-1.96464,-0.90209,-1.19372,-1.29304,1.14855,-1.5119,0.99154,1.47738,-0.30477,-0.40591,0.40422,-1.28981,-1.06955,0.00533,0.03336,-0.50684,-0.77824,0.34067,0.12611,-1.34983,-0.01844,1.58083,0.04267,-0.36259,0.72553,-1.18239,1.70796,0.35806,-0.61118,-0.69722,0.16101,2.38193,-1.35056,0.01206,0.47427,1.12683,0.16404,0.26883,-0.81943,0.40704,-1.26871,-2.62284,1.73892,0.22354,-0.10197,1.88947,1.04605,0.73756,-0.97504,0.03699,-0.65108,-1.2969,-0.67788,-1.04309,0.29089,-1.04826,-0.21505,0.72994,1
-1.12941,-0.06052,-0.59182,0.041,-0.83753,-0.05322,0.40706,0.61337,-0.36901,-1.09948,-0.43125,-0.32962,0.56496,-0.06912,-0.88675,-0.93659,-1.37113,-0.08438,0.53157,0.13281,2.01348,-1.30367,2.20633,0.32198,0.12896,-0.7666,0.4768,-0.47674,-5.58371,-2.57795,-0.02528,0.5801,0.68693,-0.8552,1.12911,1.57318,-0.88913,0.25232,-0.1016,-0.75808,0.95937,0.88119,0.70926,-0.28152,0.36222,1.26579,-1.87428,0.02086,2.02031,0.73231,0.53096,-0.15525,2.40703,-0.6913,1.49424,-1.40265,-0.79294,-0.89961,0.62532,0.98767,0.49077,-0.76212,-0.26355,-2.50748,0.02894,1.1262,0.33285,-1.21921,0.17921,0.64533,0.19532,-0.63328,-0.45119,0.68195,-0.10634,0.29399,-0.03883,0.54659,1.17091,0.71693,0.66872,0.83577,-0.97084,-0.42026,-1.50062,-0.77751,-0.7975,-1.04459,0.39719,-0.37087,0.18261,0.27968,-0.42044,0.68144,2.23499,-0.091,-0.6125,0.15617,0.39967,-0.85077,1
0.19704,-0.39252,0.51889,0.41365,-0.09176,-0.0147,-1.66236,0.04688,1.43778,1.12202,0.75834,0.6575,-0.38448,-0.03828,-0.27014,0.80667,0.06792,0.77986,0.47969,-1.22987,0.92331,1.77626,-0.47396,0.74975,-1.08166,0.45457,-1.72997,1.33204,-5.86083,-4.54084,0.32775,-1.07205,-0.75128,0.4099,-1.31129,-0.179,-2.31038,1.53628,0.00455,-0.86958,1.13084,0.57046,-0.63341,-2.39784,-0.20163,0.07155,-1.29308,1.79659,-0.06204,-2.46154,0.45919,1.78679,-1.34901,-1.69484,0.74569,1.41167,-0.41048,0.90748,-0.3179,-0.37212,-0.45915,1.92232,-0.51864,0.35217,0.82385,-0.71046,-0.7474,0.55022,0.8188,-0.98989,-0.35016,0.12134,-0.31509,0.63515,-0.37895,-0.87864,0.59239,-0.25938,0.4245,-1.65551,-1.2988,-2.07192,-0.26415,0.37197,-1.4024,-1.83851,-1.24057,0.2788,1.00806,-2.07348,-0.78717,0.04907,2.90187,0.45004,-0.42834,-1.11123,0.29775,1.14524,1.9923,0.96353,1
1.69687,0.60955,-1.49281,0.59724,0.63013,-0.51673,2.0426,0.43835,0.06742,0.39582,2.03252,1.55875,-0.63879,1.21993,0.44715,-0.6635,1.07873,1.19903,-0.58155,1.64546,0.09354,0.05533,0.33262,0.86955,0.34321,2.08187,1.84299,0.09652,-0.77838,-4.22536,-1.65491,-0.79379,1.64527,0.45056,-0.49576,0.02119,-0.9722,-0.32426,-0.1276,0.28288,0.3957,-1.39499,0.31106,-0.42755,-0.11923,0.86263,0.3879,0.3357,-0.47276,0.02698,0.08626,0.56529,-1.19057,-0.23811,1.91582,-2.60132,0.11209,-0.30317,0.21191,-0.88167,-0.65615,0.3137,0.37182,-0.12612,0.25159,0.11641,-1.05408,1.41959,-0.46497,-1.09374,0.37937,-0.48379,2.41378,0.92352,-0.53369,-1.29151,-0.04346,0.85561,-1.13715,0.72822,0.37273,0.18953,1.47867,-0.80341,0.68325,0.16571,-0.36582,-1.01166,-0.70419,1.43087,-1.47055,0.76943,0.80278,0.84422,2.48041,0.82457,-1.90539,-0.33175,-0.49713,-0.74657,1
0.72603,0.64358,-0.08668,1.92427,0.38454,1.20732,-0.5352,2.09489,-0.22801,-1.01405,-1.50388,-0.03118,-0.89462,0.30779,1.58641,-0.6555,0.29359,-0.84935,-0.53918,0.93899,0.09072,0.75522,-2.38188,0.80761,-0.13887,0.33425,0.81637,-0.20113,4.28815,-2.47305,0.32985,-0.01677,0.43811,-2.15603,-0.07038,-0.13821,-0.01903,-0.43392,1.33751,-0.57813,0.8651,0.44695,-0.27839,0.708,1.52905,2.17911,-2.00302,-0.98776,-0.99788,0.69227,-0.2988,0.28347,0.65994,-0.78201,1.67737,2.1971,0.05565,0.28113,-0.4155,0.25447,1.0402,1.63953,-0.69588,-0.62508,-1.029,1.60376,-0.58427,-0.76175,-0.17962,0.59709,0.65911,0.24398,0.73138,-0.49144,-1.92159,-0.53103,0.29993,-1.65992,1.42327,1.37072,-1.6448,0.48064,-0.97094,-0.5139,-1.08083,-0.7799,-1.40567,1.0122,-0.46748,-0.12878,-2.05607,2.19995,-0.56361,-0.77557,0.32934,0.38488,-0.27236,0.92355,0.65632,0.6908,1
0.79253,1.01952,-0.01262,0.71412,-0.60991,0.11079,2.13454,0.03555,0.48646,0.25856,0.67823,1.40439,-0.41582,-1.69761,-0.17647,-0.36686,0.56189,0.16101,0.98097,-1.1496,0.39092,-0.54202,0.25036,1.05449,0.47251,-0.47364,1.27627,0.83036,2.91376,-4.10311,-1.30567,0.09316,-1.28131,0.99553,-0.29666,-0.97583,1.33891,-0.10781,-0.37368,0.64083,1.32937,-0.18839,0.79822,-0.31431,0.76064,0.30784,0.97431,1.42798,0.17788,-0.20223,0.69954,-0.8774,0.59227,-0.73094,-0.14629,-0.09961,0.63104,-0.50847,0.17455,0.81033,-0.65239,-1.83497,0.50652,-1.27506,-1.57336,0.03929,-0.89548,-0.27111,-0.37993,0.57027,-0.04952,0.46521,-0.19238,0.15305,1.1009,-0.72139,1.4991,-1.25578,-1.27036,0.8698,0.26291,-0.08258,0.48585,-1.4143,-0.08611,1.65824,-0.27335,-1.18098,-1.55435,0.07167,0.03471,-0.82517,1.21838,-0.50182,0.94742,-0.31553,-1.86266,0.7298,-0.5704,0.3393,1
0.60336,0.93444,-0.34586,-2.31234,-0.41368,1.69347,-0.02578,-2.32037,-0.08564,-0.03466,-0.65279,0.35443,1.13577,1.412,0.4409,0.88164,1.17963,1.05706,1.12589,2.62292,0.37812,0.70672,-0.00833,0.53589,-0.27104,0.31678,0.12036,-0.76752,5.52305,1.00266,1.32026,-0.21738,0.31778,0.22967,-1.8116,0.22259,0.01769,-0.41747,1.48895,-1.03707,0.95192,-1.02745,-0.87057,0.1999,1.25332,1.40691,0.1701,-1.10416,-0.00589,0.75091,0.81591,-1.20945,-1.03192,-1.19062,0.15655,0.58537,-0.95718,0.03656,0.1764,0.80213,1.45874,1.19137,-2.27482,0.77895,0.79747,-1.97303,0.20499,0.11673,-0.15201,4e-04,0.01842,1.4712,-1.50907,2.23927,-0.6617,-3.93504,-0.75613,-0.59961,0.88316,1.69878,1.14238,0.48766,1.19582,-0.89758,1.29638,-0.23316,0.22082,-0.61143,1.34703,1.01277,0.49454,0.72935,0.33795,-1.27519,0.50283,0.21907,0.02211,0.17064,-0.93241,-0.12025,1
